name,team,opponent,week,season,isHome,NO,YDS,AVG,LONG,TD
Richie James,KC,DET,1,2023,False,3,16,5.3,9,0
Jakeem Grant Sr.,CHI,TB,7,2021,True,2,13,6.5,13,0
Jaelon Darden,TB,CHI,7,2021,False,1,43,43.0,43,0
Marquez Stevenson,BUF,TB,14,2021,True,2,9,4.5,5,0
Jaelon Darden,TB,BUF,14,2021,False,1,10,10.0,10,0
Marvin Mims Jr.,DEN,HOU,13,2023,True,1,7,7.0,7,0
Desmond King II,HOU,DEN,13,2023,False,1,7,7.0,7,0
Hunter Renfrow,LV,LAC,1,2022,True,2,4,2.0,4,0
Austin Trammell,LAR,IND,4,2023,True,4,15,3.8,8,0
Isaiah McKenzie,IND,LAR,4,2023,False,1,13,13.0,13,0
Mecole Hardman,KC,WSH,6,2021,True,2,56,28.0,31,0
Braxton Berrios,MIA,DEN,3,2023,False,3,30,10.0,15,0
Devin Duvernay,BAL,MIA,10,2021,True,1,9,9.0,9,0
Jaylen Waddle,MIA,BAL,10,2021,False,1,6,6.0,6,0
Jevon Holland,MIA,BAL,10,2021,False,1,4,4.0,4,0
Mike Hughes,ATL,DET,3,2023,True,3,11,3.7,8,0
Kalif Raymond,DET,ATL,3,2023,False,2,13,6.5,13,0
Alex Erickson,CAR,ARI,10,2021,True,2,22,11.0,12,0
Greg Dortch,ARI,CAR,10,2021,False,3,24,8.0,17,0
Devin Duvernay,BAL,PIT,14,2022,True,1,9,9.0,9,0
Steven Sims,PIT,BAL,14,2022,False,2,0,0.0,0,0
Keelan Cole Sr.,LV,SEA,12,2022,True,3,11,3.7,11,0
DeeJay Dallas,SEA,LV,12,2022,False,1,11,11.0,11,0
Dee Alford,ATL,CHI,17,2023,True,2,27,13.5,15,0
Trent Taylor,CHI,ATL,17,2023,False,2,19,9.5,15,0
Shi Smith,CAR,CIN,9,2022,True,1,5,5.0,5,0
Trent Taylor,CIN,CAR,9,2022,False,3,52,17.3,27,0
Rashid Shaheed,NO,ARI,7,2022,True,2,28,14.0,14,0
Jaydon Mickens,TB,MIA,5,2021,False,1,0,0.0,0,0
Deven Thompkins,TB,ATL,14,2023,True,2,26,13.0,13,0
Dee Alford,ATL,TB,14,2023,False,4,57,14.3,23,0
Shi Smith,CAR,ATL,8,2022,True,4,46,11.5,22,0
Avery Williams,ATL,CAR,8,2022,False,1,19,19.0,19,0
Dede Westbrook,MIN,ARI,2,2021,True,3,21,7.0,15,0
Rondale Moore,ARI,MIN,2,2021,False,3,19,6.3,8,0
Mecole Hardman,KC,LAC,7,2023,False,1,50,50.0,50,0
Brandon Powell,MIN,SF,7,2023,False,1,4,4.0,4,0
Chester Rogers,TEN,PIT,15,2021,True,2,48,24.0,55,0
Ray-Ray McCloud III,PIT,TEN,15,2021,False,3,39,13.0,17,0
Jamison Crowder,WSH,NYJ,16,2023,True,4,43,10.8,24,0
Xavier Gipson,NYJ,WSH,16,2023,False,1,9,9.0,9,0
Tutu Atwell,LAR,ARI,4,2021,False,2,4,2.0,4,0
Devin Duvernay,BAL,PIT,13,2021,True,2,12,6.0,12,0
Ray-Ray McCloud III,PIT,BAL,13,2021,False,4,33,8.3,14,0
Jayden Reed,GB,CHI,1,2023,True,3,54,18.0,35,0
Trent Taylor,CHI,GB,1,2023,False,2,16,8.0,8,0
Jamal Agnew,JAX,PHI,4,2022,True,2,8,4.0,8,0
Britain Covey,PHI,JAX,4,2022,False,1,2,2.0,2,0
Kyren Williams,LAR,SEA,1,2023,True,1,7,7.0,7,0
DeeJay Dallas,SEA,LAR,1,2023,False,1,18,18.0,18,0
Jakeem Grant Sr.,MIA,LV,3,2021,True,3,27,9.0,12,0
Hunter Renfrow,LV,MIA,3,2021,False,2,9,4.5,7,0
Marquez Callaway,NO,SEA,5,2022,False,2,25,12.5,21,0
Marvin Mims Jr.,DEN,CHI,4,2023,True,1,25,25.0,25,0
Trent Taylor,CHI,DEN,4,2023,False,1,8,8.0,8,0
Demetric Felton Jr.,CLE,KC,1,2021,True,1,4,4.0,4,0
Mecole Hardman,KC,CLE,1,2021,False,1,7,7.0,7,0
Nsimba Webster,CHI,LAR,1,2021,True,1,3,3.0,3,0
Braxton Berrios,NYJ,CIN,8,2021,False,1,16,16.0,16,0
Montrell Washington,DEN,JAX,8,2022,True,4,22,5.5,12,0
Christian Kirk,JAX,DEN,8,2022,False,4,25,6.3,10,0
Alex Erickson,CAR,NO,2,2021,False,4,24,6.0,14,0
Isaiah McKenzie,IND,JAX,6,2023,True,2,13,6.5,8,0
Jamal Agnew,JAX,IND,6,2023,False,1,6,6.0,6,0
Jamal Agnew,JAX,IND,10,2021,True,4,30,7.5,10,0
Nyheim Hines,IND,JAX,10,2021,False,1,11,11.0,11,0
Easop Winston Jr.,NO,TB,15,2021,True,3,38,12.7,34,0
Jaelon Darden,TB,NO,15,2021,False,7,41,5.9,11,0
Jamal Agnew,JAX,TEN,14,2022,True,3,20,6.7,9,0
Dontrell Hilliard,TEN,JAX,14,2022,False,2,4,2.0,4,0
Josh Thompson,TEN,JAX,14,2022,False,1,0,0.0,0,0
Richie James,NYG,TEN,1,2022,True,5,62,12.4,22,0
Kyle Philips,TEN,NYG,1,2022,False,4,62,15.5,46,0
Gunner Olszewski,PIT,MIA,7,2022,True,3,19,6.3,10,0
Cedrick Wilson Jr.,MIA,PIT,7,2022,False,1,1,1.0,1,0
Dede Westbrook,MIN,GB,11,2021,False,1,8,8.0,8,0
J.J. Koski,LAR,GB,12,2021,True,1,13,13.0,13,0
Randall Cobb,GB,LAR,12,2021,False,1,0,0.0,0,0
Jalen Reagor,PHI,LV,7,2021,True,1,6,6.0,6,0
Hunter Renfrow,LV,PHI,7,2021,False,1,15,15.0,15,0
Rashid Shaheed,NO,CLE,16,2022,True,1,0,0.0,0,0
Donovan Peoples-Jones,CLE,NO,16,2022,False,2,15,7.5,12,0
Jaelon Darden,TB,NO,2,2022,True,2,17,8.5,17,0
Deonte Harty,NO,TB,2,2022,False,1,-6,-6.0,-6,0
Ihmir Smith-Marsette,CAR,ATL,1,2023,True,3,14,4.7,13,0
Scotty Miller,ATL,CAR,1,2023,False,1,4,4.0,4,0
Dee Alford,ATL,CAR,1,2023,False,1,0,0.0,0,0
Robert Woods,HOU,NO,6,2023,False,1,0,0.0,0,0
Rondale Moore,ARI,DET,15,2021,True,2,18,9.0,12,0
Kalif Raymond,DET,ARI,15,2021,False,2,24,12.0,14,0
Isaiah McKenzie,BUF,NYJ,10,2021,True,1,26,26.0,26,0
Braxton Berrios,NYJ,BUF,10,2021,False,1,8,8.0,8,0
Jalen Reagor,MIN,MIA,6,2022,True,3,36,12.0,25,0
Jevon Holland,MIA,MIN,6,2022,False,2,4,2.0,4,0
Tyreek Hill,MIA,MIN,6,2022,False,1,-2,-2.0,-2,0
Ray-Ray McCloud III,SF,PIT,1,2023,True,3,41,13.7,19,0
Calvin Austin III,PIT,SF,1,2023,False,1,2,2.0,2,0
Devin Duvernay,BAL,TEN,6,2023,True,3,91,30.3,70,0
Kyle Philips,TEN,BAL,6,2023,False,3,11,3.7,11,0
Jaylen Waddle,MIA,TEN,17,2021,True,1,15,15.0,15,0
Chris Milton,MIA,TEN,17,2021,True,1,0,0.0,0,0
Chester Rogers,TEN,MIA,17,2021,False,3,28,9.3,11,0
Deonte Harty,NO,PHI,11,2021,True,4,29,7.3,14,0
Jalen Reagor,PHI,NO,11,2021,False,4,43,10.8,13,0
Gunner Olszewski,NE,HOU,5,2021,True,1,13,13.0,13,0
Andre Roberts,HOU,NE,5,2021,False,1,11,11.0,11,0
Diontae Spencer,DEN,PIT,5,2021,True,2,26,13.0,13,0
Ray-Ray McCloud III,PIT,DEN,5,2021,False,1,0,0.0,0,0
Dax Milne,WSH,CHI,6,2022,True,3,35,11.7,14,0
Velus Jones Jr.,CHI,WSH,6,2022,False,3,16,5.3,10,0
Deuce Vaughn,DAL,NYG,10,2023,False,3,9,3.0,11,0
Nyheim Hines,BUF,CHI,16,2022,True,3,21,7.0,10,0
Dante Pettis,CHI,BUF,16,2022,False,1,12,12.0,12,0
Jamison Crowder,BUF,BAL,4,2022,True,1,7,7.0,7,0
Nyheim Hines,BUF,MIA,15,2022,False,1,0,0.0,0,0
Dazz Newsome,CHI,MIN,18,2021,True,4,47,11.8,17,0
Hunter Renfrow,LV,DEN,6,2021,True,1,5,5.0,5,0
Freddie Swain,SEA,ARI,18,2021,True,2,20,10.0,13,0
Amari Rodgers,GB,SF,3,2021,True,1,6,6.0,6,0
Brandon Aiyuk,SF,GB,3,2021,False,2,23,11.5,14,0
Richie James,NYG,DAL,12,2022,True,1,3,3.0,3,0
Rashid Shaheed,NO,SF,12,2022,True,2,18,9.0,11,0
Ray-Ray McCloud III,SF,NO,12,2022,False,2,18,9.0,11,0
Derius Davis,LAC,DEN,17,2023,True,1,12,12.0,12,0
Tremon Smith,DEN,LAC,17,2023,False,1,14,14.0,14,0
Gunner Olszewski,PIT,NYJ,4,2022,False,3,16,5.3,10,0
Deven Thompkins,TB,ATL,18,2022,True,1,12,12.0,12,0
Robert Woods,TEN,KC,9,2022,True,2,11,5.5,11,0
Mecole Hardman,KC,TEN,9,2022,False,4,42,10.5,22,0
Justin Watson,KC,TEN,9,2022,False,1,17,17.0,17,0
Marvin Mims Jr.,DEN,BUF,10,2023,True,2,44,22.0,27,0
Deonte Harty,BUF,DEN,10,2023,False,1,15,15.0,15,0
Montrell Washington,DEN,CAR,12,2022,True,1,0,0.0,0,0
Raheem Blackshear,CAR,DEN,12,2022,False,5,44,8.8,21,0
Brandon Powell,MIN,CAR,4,2023,True,3,9,3.0,7,0
Ihmir Smith-Marsette,CAR,MIN,4,2023,False,3,35,11.7,15,0
Desmond King II,HOU,LV,7,2022,True,1,1,1.0,1,0
DJ Turner,LV,HOU,7,2022,False,1,0,0.0,0,0
Christian Kirk,ARI,DAL,17,2021,True,1,-5,-5.0,-5,0
CeeDee Lamb,DAL,ARI,17,2021,False,2,15,7.5,17,0
Trent Taylor,CIN,CLE,8,2022,True,1,15,15.0,15,0
Donovan Peoples-Jones,CLE,CIN,8,2022,False,1,11,11.0,11,0
Rashid Shaheed,NO,PHI,17,2022,True,3,18,6.0,9,0
Britain Covey,PHI,NO,17,2022,False,1,7,7.0,7,0
KaVontae Turpin,DAL,NYG,3,2022,True,1,28,28.0,28,0
Richie James,NYG,DAL,3,2022,False,2,1,0.5,1,0
Tank Dell,HOU,CIN,10,2023,True,2,18,9.0,11,0
Robert Woods,HOU,CIN,10,2023,True,1,0,0.0,0,0
Trenton Irwin,CIN,HOU,10,2023,False,1,8,8.0,8,0
Braxton Berrios,NYJ,MIA,11,2021,False,2,28,14.0,19,0
Travis Benjamin,SF,SEA,13,2021,True,1,22,22.0,22,0
Brandon Aiyuk,SF,SEA,13,2021,True,1,-4,-4.0,-4,0
Freddie Swain,SEA,SF,13,2021,False,1,0,0.0,0,0
Desmond King II,HOU,JAX,5,2022,True,1,10,10.0,10,0
Tremon Smith,HOU,JAX,5,2022,True,1,3,3.0,3,0
Jamal Agnew,JAX,HOU,5,2022,False,2,21,10.5,15,0
Nyheim Hines,IND,HOU,13,2021,True,5,37,7.4,16,0
Desmond King II,HOU,IND,13,2021,False,1,4,4.0,4,0
Nyheim Hines,BUF,CLE,11,2022,False,2,37,18.5,28,0
Kyle Philips,TEN,IND,5,2023,True,1,12,12.0,12,0
Isaiah McKenzie,IND,TEN,5,2023,False,1,5,5.0,5,0
Jamison Crowder,BUF,LAR,1,2022,True,1,20,20.0,20,0
Ray-Ray McCloud III,SF,CHI,1,2022,True,2,23,11.5,16,0
Dante Pettis,CHI,SF,1,2022,False,1,0,0.0,0,0
Greg Dortch,ARI,CAR,4,2022,True,3,12,4.0,7,0
Shi Smith,CAR,ARI,4,2022,False,2,28,14.0,19,0
Richie James,NYG,DET,11,2022,False,1,7,7.0,7,0
Adoree' Jackson,NYG,DET,11,2022,False,1,3,3.0,3,0
Eric Garror,TEN,PIT,9,2023,True,2,7,3.5,8,0
Calvin Austin III,PIT,TEN,9,2023,False,2,13,6.5,12,0
Ray-Ray McCloud III,PIT,BAL,18,2021,True,2,29,14.5,23,0
Devin Duvernay,BAL,PIT,18,2021,False,1,0,0.0,0,0
Dante Pettis,CHI,NYJ,12,2022,True,1,12,12.0,12,0
Braxton Berrios,NYJ,CHI,12,2022,False,2,38,19.0,22,0
Ihmir Smith-Marsette,CAR,MIA,6,2023,True,2,21,10.5,11,0
Braxton Berrios,MIA,CAR,6,2023,False,1,0,0.0,0,0
KaVontae Turpin,DAL,MIN,11,2022,True,4,34,8.5,20,0
Jalen Reagor,MIN,DAL,11,2022,False,1,3,3.0,3,0
Austin Trammell,LAR,GB,9,2023,True,3,37,12.3,14,0
Jayden Reed,GB,LAR,9,2023,False,1,22,22.0,22,0
Keisean Nixon,GB,LAR,9,2023,False,1,15,15.0,15,0
Andre Roberts,CAR,NO,18,2022,True,1,2,2.0,2,0
Keisean Nixon,GB,LV,5,2023,True,1,2,2.0,2,0
DeAndre Carter,LV,GB,5,2023,False,1,6,6.0,6,0
DeeJay Dallas,SEA,LAR,11,2023,True,2,25,12.5,13,0
Austin Trammell,LAR,SEA,11,2023,False,4,30,7.5,15,0
Devin Duvernay,BAL,CLE,4,2023,True,3,47,15.7,28,0
Donovan Peoples-Jones,CLE,BAL,4,2023,False,3,24,8.0,10,0
KaVontae Turpin,DAL,LAR,5,2022,True,1,12,12.0,12,0
Brandon Powell,LAR,DAL,5,2022,False,3,19,6.3,14,0
Deonte Harty,BUF,MIA,18,2023,True,1,96,96.0,96,1
Nyheim Hines,IND,BAL,5,2021,True,3,30,10.0,13,0
Devin Duvernay,BAL,IND,5,2021,False,1,0,0.0,0,0
Nyheim Hines,IND,MIA,4,2021,True,2,-1,-0.5,0,0
Jakeem Grant Sr.,MIA,IND,4,2021,False,3,13,4.3,14,0
Montrell Washington,DEN,LAC,6,2022,True,2,0,0.0,0,0
DeAndre Carter,LAC,DEN,6,2022,False,3,39,13.0,19,0
DeAndre Carter,WSH,DEN,8,2021,True,1,12,12.0,12,0
Kendall Hinton,DEN,WSH,8,2021,False,1,15,15.0,15,0
CeeDee Lamb,DAL,PHI,18,2021,True,1,11,11.0,11,0
Greg Ward,PHI,DAL,18,2021,False,1,0,0.0,0,0
Dede Westbrook,MIN,LAC,10,2021,True,3,69,23.0,45,0
Andre Roberts,LAC,MIN,10,2021,False,3,23,7.7,14,0
Diontae Spencer,DEN,LAC,17,2021,True,2,4,2.0,4,0
Andre Roberts,LAC,DEN,17,2021,False,2,5,2.5,4,0
Tremon Smith,HOU,MIA,12,2022,True,2,43,21.5,26,0
Desmond King II,HOU,MIA,12,2022,True,3,38,12.7,19,0
Cedrick Wilson Jr.,MIA,HOU,12,2022,False,3,22,7.3,15,0
Chester Rogers,TEN,NYJ,4,2021,True,3,44,14.7,22,0
Braxton Berrios,NYJ,TEN,4,2021,False,2,32,16.0,18,0
Devin Duvernay,BAL,TB,8,2022,True,3,27,9.0,13,0
Jaelon Darden,TB,BAL,8,2022,False,2,33,16.5,18,0
Dee Delaney,TB,BAL,8,2022,False,1,0,0.0,0,0
Freddie Swain,SEA,SF,4,2021,True,2,11,5.5,11,0
Brandon Aiyuk,SF,SEA,4,2021,False,4,32,8.0,12,0
Jamison Crowder,BUF,MIA,3,2022,True,3,32,10.7,14,0
Isaiah McKenzie,BUF,KC,5,2021,True,1,7,7.0,7,0
Trent Taylor,CIN,NE,16,2022,True,3,35,11.7,18,0
Marcus Jones,NE,CIN,16,2022,False,2,11,5.5,11,0
DeeJay Dallas,SEA,ARI,18,2023,True,1,15,15.0,15,0
Greg Dortch,ARI,SEA,18,2023,False,3,22,7.3,11,0
Pharoh Cooper,NYG,CHI,17,2021,True,2,17,8.5,17,0
Jakeem Grant Sr.,CHI,NYG,17,2021,False,1,1,1.0,1,0
Hunter Renfrow,LV,DAL,12,2021,True,3,34,11.3,21,0
Cedrick Wilson Jr.,DAL,LV,12,2021,False,2,16,8.0,14,0
Calvin Austin III,PIT,HOU,4,2023,True,2,9,4.5,7,0
Tank Dell,HOU,PIT,4,2023,False,2,14,7.0,14,0
Ronnie Bell,SF,WSH,17,2023,True,2,17,8.5,17,0
Jamison Crowder,WSH,SF,17,2023,False,1,2,2.0,2,0
Andre Roberts,HOU,BUF,4,2021,True,1,6,6.0,6,0
Isaiah McKenzie,BUF,HOU,4,2021,False,4,24,6.0,10,0
Desmond King II,HOU,DAL,14,2022,True,3,36,12.0,15,0
KaVontae Turpin,DAL,HOU,14,2022,False,2,9,4.5,9,0
Mike Hughes,ATL,GB,2,2023,False,2,20,10.0,16,0
Keelan Cole Sr.,LV,DEN,11,2022,True,4,28,7.0,12,0
Montrell Washington,DEN,LV,11,2022,False,2,27,13.5,18,0
Kalif Raymond,DET,GB,4,2023,True,3,27,9.0,11,0
Keisean Nixon,GB,DET,4,2023,False,1,34,34.0,34,0
Jayden Reed,GB,DET,4,2023,False,1,0,0.0,0,0
Deonte Harty,NO,ATL,1,2022,True,1,12,12.0,12,0
Avery Williams,ATL,NO,1,2022,False,3,42,14.0,18,0
DeAndre Carter,LAC,ATL,9,2022,True,3,29,9.7,16,0
Ray-Ray McCloud III,PIT,GB,4,2021,True,1,14,14.0,14,0
Amari Rodgers,GB,PIT,4,2021,False,1,0,0.0,0,0
Eric Garror,TEN,JAX,11,2023,True,1,15,15.0,15,0
Rondale Moore,ARI,TEN,1,2021,True,2,24,12.0,13,0
Marquez Stevenson,BUF,ATL,17,2021,False,2,9,4.5,19,0
Dante Pettis,CHI,NE,7,2022,True,3,33,11.0,27,0
Marcus Jones,NE,CHI,7,2022,False,2,12,6.0,9,0
Kalif Raymond,DET,DAL,7,2022,True,1,13,13.0,13,0
KaVontae Turpin,DAL,DET,7,2022,False,2,66,33.0,52,0
Mason Kinsey,TEN,LAC,15,2022,True,2,0,0.0,0,0
DeAndre Carter,LAC,TEN,15,2022,False,4,53,13.3,18,0
Dede Westbrook,MIN,DET,13,2021,True,3,23,7.7,16,0
Kalif Raymond,DET,MIN,13,2021,False,1,0,0.0,0,0
C.J. Board,TEN,PHI,13,2022,True,4,42,10.5,19,0
Britain Covey,PHI,TEN,13,2022,False,6,105,17.5,27,0
Britain Covey,PHI,SEA,15,2023,True,3,30,10.0,16,0
DeeJay Dallas,SEA,PHI,15,2023,False,2,7,3.5,4,0
Avery Williams,ATL,TB,5,2022,True,1,28,28.0,28,0
Jaelon Darden,TB,ATL,5,2022,False,2,40,20.0,24,0
Desmond King II,HOU,SF,17,2021,True,2,23,11.5,15,0
Brandon Aiyuk,SF,HOU,17,2021,False,3,22,7.3,18,0
Travis Benjamin,SF,HOU,17,2021,False,1,11,11.0,11,0
Mohamed Sanu,SF,DET,1,2021,True,1,11,11.0,11,0
Brandon Aiyuk,SF,DET,1,2021,True,1,7,7.0,7,0
Pharoh Cooper,NYG,LAC,14,2021,True,1,0,0.0,0,0
Montrell Washington,DEN,SEA,1,2022,True,1,3,3.0,3,0
DeeJay Dallas,SEA,BAL,9,2023,True,2,18,9.0,10,0
Devin Duvernay,BAL,SEA,9,2023,False,2,27,13.5,24,0
Gunner Olszewski,NYG,LV,9,2023,True,3,33,11.0,17,0
DeAndre Carter,LV,NYG,9,2023,False,1,6,6.0,6,0
Brandon Powell,MIN,LV,14,2023,True,5,48,9.6,25,0
DeAndre Carter,LV,MIN,14,2023,False,4,39,9.8,14,0
Curtis Bolton,LV,MIN,14,2023,False,1,17,17.0,17,0
Donovan Peoples-Jones,CLE,HOU,13,2022,True,3,86,28.7,76,1
Desmond King II,HOU,CLE,13,2022,False,3,42,14.0,20,0
Avery Williams,ATL,CAR,8,2021,False,2,21,10.5,13,0
Tutu Atwell,LAR,NYG,6,2021,True,2,28,14.0,17,0
Cooper Kupp,LAR,NYG,6,2021,True,1,8,8.0,8,0
DeAndre Carter,LAC,IND,16,2022,True,3,25,8.3,16,0
Samori Toure,GB,MIN,17,2023,True,1,0,0.0,0,0
Brandon Powell,MIN,GB,17,2023,False,2,4,2.0,4,0
Devin Duvernay,BAL,PIT,5,2023,True,2,13,6.5,8,0
Gunner Olszewski,PIT,BAL,5,2023,False,1,8,8.0,8,0
Jamal Agnew,JAX,TB,16,2023,True,2,10,5.0,12,0
Deven Thompkins,TB,JAX,16,2023,False,1,6,6.0,6,0
Jaelon Darden,TB,NO,8,2021,True,3,14,4.7,11,0
Deonte Harty,NO,TB,8,2021,False,1,12,12.0,12,0
Ray-Ray McCloud III,SF,ARI,4,2023,False,2,24,12.0,15,0
Keisean Nixon,GB,CAR,16,2023,True,2,6,3.0,9,0
Britain Covey,PHI,HOU,9,2022,True,1,8,8.0,8,0
Desmond King II,HOU,PHI,9,2022,False,1,-2,-2.0,-2,0
Freddie Swain,SEA,IND,1,2021,True,2,15,7.5,9,0
Nyheim Hines,IND,SEA,1,2021,False,1,7,7.0,7,0
Mecole Hardman,KC,DEN,8,2023,True,3,-3,-1.0,2,0
Marvin Mims Jr.,DEN,KC,8,2023,False,1,31,31.0,31,0
Montrell Washington,DEN,BAL,13,2022,True,3,19,6.3,14,0
Devin Duvernay,BAL,DEN,13,2022,False,1,3,3.0,3,0
Demetric Felton Jr.,CLE,CAR,1,2022,True,5,29,5.8,15,0
Andre Roberts,CAR,CLE,1,2022,False,1,10,10.0,10,0
Deonte Harty,BUF,DAL,15,2023,False,2,32,16.0,21,0
Khalil Shakir,BUF,PHI,12,2023,True,5,37,7.4,10,0
Britain Covey,PHI,BUF,12,2023,False,1,18,18.0,18,0
Pharoh Cooper,ARI,ATL,17,2022,True,1,14,14.0,14,0
Charlie Jones,CIN,PIT,16,2023,True,1,5,5.0,5,0
Kalif Raymond,DET,DAL,17,2023,True,3,35,11.7,25,0
Devin Duvernay,BAL,ARI,8,2023,True,3,31,10.3,14,0
Rondale Moore,ARI,BAL,8,2023,False,1,11,11.0,11,0
Shi Smith,CAR,NYG,2,2022,True,2,17,8.5,9,0
Avery Williams,ATL,NO,15,2022,True,2,13,6.5,10,0
Rashid Shaheed,NO,ATL,15,2022,False,2,1,0.5,1,0
Brandon Powell,LAR,ATL,2,2022,False,1,-1,-1.0,-1,0
Devin Duvernay,BAL,CLE,15,2022,True,1,7,7.0,7,0
Devin Duvernay,BAL,DET,3,2021,True,2,42,21.0,29,0
Kalif Raymond,DET,BAL,3,2021,False,1,11,11.0,11,0
Hunter Renfrow,LV,LAC,4,2021,True,3,22,7.3,17,0
Nick Kwiatkoski,LV,LAC,4,2021,True,1,6,6.0,6,0
KJ Hill Jr.,LAC,LV,4,2021,False,2,20,10.0,11,0
Jalen Reagor,PHI,NYG,12,2021,True,4,18,4.5,9,0
Pharoh Cooper,NYG,PHI,12,2021,False,1,9,9.0,9,0
Braxton Berrios,MIA,NYJ,12,2023,True,5,46,9.2,19,0
Deven Thompkins,TB,NO,4,2023,True,1,7,7.0,7,0
Rashid Shaheed,NO,TB,4,2023,False,2,45,22.5,29,0
Austin Trammell,LAR,SF,18,2023,True,2,26,13.0,13,0
Ray-Ray McCloud III,SF,LAR,18,2023,False,2,17,8.5,10,0
Deven Thompkins,TB,HOU,9,2023,True,3,22,7.3,9,0
Tank Dell,HOU,TB,9,2023,False,1,7,7.0,7,0
Rashid Shaheed,NO,IND,8,2023,True,4,46,11.5,15,0
Isaiah McKenzie,IND,NO,8,2023,False,1,7,7.0,7,0
Braxton Berrios,NYJ,CAR,1,2021,True,1,15,15.0,15,0
Alex Erickson,CAR,NYJ,1,2021,False,3,31,10.3,15,0
DJ Moore,CAR,NYJ,1,2021,False,1,9,9.0,9,0
Myles Bryant,NE,NYG,12,2023,True,1,12,12.0,12,0
DeMario Douglas,NE,NYG,12,2023,True,3,9,3.0,7,0
Gunner Olszewski,NYG,NE,12,2023,False,1,6,6.0,6,0
Nick McCloud,NYG,NE,12,2023,False,1,0,0.0,0,0
Deonte Harty,BUF,NYJ,11,2023,False,4,35,8.8,15,0
James Proche II,CLE,LAR,13,2023,True,2,30,15.0,15,0
Austin Trammell,LAR,CLE,13,2023,False,2,15,7.5,15,0
Trent Taylor,CIN,NO,6,2022,True,2,33,16.5,18,0
Rashid Shaheed,NO,CIN,6,2022,False,1,6,6.0,6,0
Jaelon Darden,TB,NYG,11,2021,False,1,9,9.0,9,0
Rashid Shaheed,NO,ATL,12,2023,True,1,6,6.0,6,0
Dee Alford,ATL,NO,12,2023,False,1,9,9.0,9,0
Devin Duvernay,BAL,CIN,5,2022,False,1,4,4.0,4,0
Myles Bryant,NE,LV,6,2023,True,1,14,14.0,14,0
DeAndre Carter,LV,NE,6,2023,False,1,13,13.0,13,0
Jamal Agnew,JAX,LAC,3,2022,True,3,18,6.0,13,0
DeAndre Carter,LAC,JAX,3,2022,False,1,6,6.0,6,0
Rashid Shaheed,NO,GB,3,2023,True,1,76,76.0,76,1
Jayden Reed,GB,NO,3,2023,False,2,4,2.0,2,0
Keisean Nixon,GB,NO,3,2023,False,1,0,0.0,0,0
Richie James,NYG,WSH,15,2022,True,2,32,16.0,23,0
Dax Milne,WSH,NYG,15,2022,False,1,4,4.0,4,0
