,Name,Teams,Season,POS,GP,SOLO,AST,TOT,SACK YDS,YDS,TFL,PD,INT,INT YDS,LNG,TD,FF,FR,FTD
4256,Oday Aboushi,DET,2020,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4257,Theo Riddick,LV,2020,RB,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4258,Tress Way,WSH,2020,P,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4259,Brandon McManus,DEN,2020,PK,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4260,Adam Thielen,MIN,2020,WR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4261,Deon Lacey,BUF,2020,LB,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4262,Sammy Watkins,KC,2020,WR,10,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
4263,Teddy Bridgewater,CAR,2020,QB,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4264,Odell Beckham Jr.,CLE,2020,WR,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4265,Joel Bitonio,CLE,2020,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4266,Gabe Jackson,LV,2020,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4267,Derek Carr,LV,2020,QB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4268,Timmy Jernigan,DEN / JAX,2020,DT,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4269,Allen Robinson II,CHI,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4270,Dakota Dozier,MIN,2020,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4271,Bennett Jackson,NYJ,2020,S,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4272,James White,NE,2020,RB,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4273,Zach Fulton,HOU,2020,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4274,Cam Fleming,NYG,2020,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4275,Josh Andrews,NYJ,2020,G,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4276,Bennie Fowler,NO,2020,WR,5,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0
4277,Ryan Groy,LAC,2020,G,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4278,Trey Hopkins,CIN,2020,C,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4279,Casey Kreiter,NYG,2020,LS,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4280,Cairo Santos,CHI,2020,PK,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4281,Taysom Hill,NO,2020,QB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4282,Nick Easton,NO,2020,C,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4283,David Johnson,HOU,2020,RB,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4284,Ibraheim Campbell,IND,2020,S,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4285,Eric Tomlinson,BAL / NYG,2020,TE,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4286,Jon Feliciano,BUF,2020,G,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4287,Ty Sambrailo,TEN,2020,OT,10,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4288,Michael Burton,NO,2020,FB,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4289,Quinton Spain,BUF / CIN,2020,G,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4290,A.J. Cann,JAX,2020,G,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4291,Jamil Douglas,TEN,2020,G,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4292,Jesse Davis,MIA,2020,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4293,Seth DeValve,ARI,2020,TE,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4294,Tyler Higbee,LAR,2020,TE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4295,Mark Nzeocha,SF,2020,LB,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4296,Nick Vannett,DEN,2020,TE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4297,Jamison Crowder,NYJ,2020,WR,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4298,Bobby Hart,CIN,2020,OT,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4299,Shaq Mason,NE,2020,G,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4300,Marcus Mariota,LV,2020,QB,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4301,Tyler Lockett,SEA,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4302,Damiere Byrd,NE,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4303,Joe Thuney,NE,2020,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4304,Marvin Hall,CLE / DET,2020,WR,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4305,Chris Conley,JAX,2020,WR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4306,Donovan Smith,TB,2020,OT,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4307,Tyler Kroft,BUF,2020,TE,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4308,Halapoulivaati Vaitai,DET,2020,G,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4309,Conor McDermott,NYJ,2020,OT,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4310,Brandon Williams,NYG,2020,CB,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4311,Mason Schreck,CIN,2020,TE,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4312,Taylor Moton,CAR,2020,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4313,Dee Virgin,DET,2020,CB,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4314,Patrick Ricard,BAL,2020,FB,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4315,Stefon Diggs,BUF,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4316,Bradley Pinion,TB,2020,P,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4317,Andrus Peat,NO,2020,G,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4318,Tevin Coleman,SF,2020,RB,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4319,Ken Crawley,NO,2020,CB,6,1,0,1,0.0,0,0,1,1,-1,-1,0,0,0,0
4320,Kenyan Drake,ARI,2020,RB,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4321,Bryan Cox,BUF,2020,DE,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4322,Colin Thompson,CAR,2020,TE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4323,Hunter Bradley,GB,2020,LS,16,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4324,Brandin Bryant,BUF,2020,DT,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4325,Mo Alie-Cox,IND,2020,TE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4326,Mitchell Trubisky,CHI,2020,QB,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4327,Greg Ward,PHI,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4328,Andrew Wylie,KC,2020,G,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4329,Corey Davis,TEN,2020,WR,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4330,Demarcus Robinson,KC,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4331,Steven Mitchell Jr.,HOU,2020,WR,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4332,Joe Ostman,PHI,2020,LB,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4333,Wayne Gallman,NYG,2020,RB,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4334,Mike Williams,LAC,2020,WR,15,1,0,1,0.0,0,0,1,1,0,0,0,0,0,0
4335,Jake Butt,DEN,2020,TE,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4336,Kendrick Bourne,SF,2020,WR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4337,Dan Skipper,DET,2020,OT,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4338,Hunter Henry,LAC,2020,TE,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4339,Geoff Swaim,TEN,2020,TE,10,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4340,Jared Goff,LAR,2020,QB,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4341,Anthony Firkser,TEN,2020,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4342,Younghoe Koo,ATL,2020,PK,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4343,Jake Elliott,PHI,2020,PK,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4344,Dion Dawkins,BUF,2020,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4345,Sharif Finch,NYJ,2020,LB,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4346,Ezekiel Elliott,DAL,2020,RB,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4347,Darron Lee,BUF,2020,LB,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4348,Boston Scott,PHI,2020,RB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4349,Gus Edwards,BAL,2020,RB,16,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
4350,River Cracraft,SF,2020,WR,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4351,Phillip Lindsay,DEN,2020,RB,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4352,Darrell Daniels,ARI,2020,TE,12,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
4353,William Fuller V,HOU,2020,WR,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4354,Cole Luke,WSH,2020,CB,5,0,1,1,0.0,0,1,0,0,0,0,0,0,0,0
4355,Mike McGlinchey,SF,2020,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4356,Kai Nacua,SF,2020,S,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4357,Jonnu Smith,TEN,2020,TE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4358,Robert Foster,WSH,2020,WR,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4359,Harrison Butker,KC,2020,PK,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4360,Brady Sheldon,NYJ,2020,LB,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4361,DaeSean Hamilton,DEN,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4362,Kareem Hunt,CLE,2020,RB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4363,Austin Ekeler,LAC,2020,RB,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4364,Keelan Cole Sr.,JAX,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4365,Brandon Parker,LV,2020,OT,11,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4366,Brandon Powell,ATL,2020,WR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4367,Jermaine Eluemunor,NE,2020,G,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4368,Josh Reynolds,LAR,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4369,Cam Robinson,JAX,2020,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4370,DJ Chark Jr.,JAX,2020,WR,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4371,Logan Cooke,JAX,2020,P,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4372,Elgton Jenkins,GB,2020,G,16,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4373,Malik Turner,DAL,2020,WR,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4374,Nick Gates,NYG,2020,C,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4375,Orlando Brown Jr.,BAL,2020,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4376,Joe Mixon,CIN,2020,RB,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4377,Tyreek Hill,KC,2020,WR,15,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
4378,Reggie Bonnafon,CAR,2020,RB,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4379,Chase Edmonds,ARI,2020,RB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4380,Parris Campbell,IND,2020,WR,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4381,Devaroe Lawrence,WSH,2020,DT,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4382,Quincy Wilson,NYJ,2020,CB,3,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0
4383,Otaro Alaka,BAL,2020,LB,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4384,James Washington,PIT,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4385,Deshaun Watson,HOU,2020,QB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4386,Richie James,SF,2020,WR,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4387,Ryan Izzo,NE,2020,TE,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4388,Ito Smith,ATL,2020,RB,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4389,Justin Herron,NE,2020,OT,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4390,Dontrell Hilliard,HOU / CLE,2020,RB,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4391,J.C. Hassenauer,PIT,2020,C,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4392,Deebo Samuel Sr.,SF,2020,WR,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4393,Patrick Laird,MIA,2020,RB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4394,Kaleb McGary,ATL,2020,OT,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4395,Drew Sample,CIN,2020,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4396,Courtland Sutton,DEN,2020,WR,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4397,Frank Ragnow,DET,2020,C,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4398,Isaiah McKenzie,BUF,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4399,Quenton Nelson,IND,2020,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4400,Drue Tranquill,LAC,2020,LB,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4401,Kolton Miller,LV,2020,OT,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4402,Hunter Renfrow,LV,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4403,Sean Chandler,NYG,2020,S,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4404,Michael Dogbe,ARI,2020,DE,3,1,0,1,1.0,3,1,0,0,0,0,0,0,0,0
4405,D'Ernest Johnson,CLE,2020,RB,16,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4406,Matt Nelson,DET,2020,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4407,Ali Marpet,TB,2020,G,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4408,Chris Lindstrom,ATL,2020,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4409,Ray-Ray McCloud III,PIT,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4410,Connor Williams,DAL,2020,G,16,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4411,Dru Samia,MIN,2020,G,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4412,Foster Moreau,LV,2020,TE,16,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4413,Jordan Miller,ATL,2020,CB,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4414,Tyron Johnson,LAC,2020,WR,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4415,Aaron Crawford,BAL,2020,DT,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4416,Joshua Kelley,LAC,2020,RB,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4417,Anthony Chesley,HOU,2020,CB,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4418,Jarren Williams,NYG,2020,CB,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4419,Noah Dawkins,NYJ,2020,LB,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4420,Adam Trautman,NO,2020,TE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4421,Auzoyah Alufohai,HOU,2020,DT,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4422,Marquise Copeland,LAR,2020,DT,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4423,Andy Isabella,ARI,2020,WR,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4424,Scotty Miller,TB,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4425,Jovante Moffatt,CLE,2020,S,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4426,Antonio Callaway,MIA,2020,WR,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4427,Fred Johnson,CIN,2020,OT,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4428,Chris Westry,DAL,2020,CB,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4429,Ty Johnson,DET / NYJ,2020,RB,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4430,Rashod Berry,NE,2020,DE,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4431,Terence Steele,DAL,2020,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4432,Joe Gaziano,LAC,2020,DE,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4433,Colton McKivitz,SF,2020,OT,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4434,Isaiah Zuber,NE,2020,WR,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4435,Jack Fox,DET,2020,P,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4436,Geron Christian,WSH,2020,OT,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4437,Nyheim Hines,IND,2020,RB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4438,Darius Slayton,NYG,2020,WR,16,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4439,Reggie Robinson II,DAL,2020,CB,5,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
4440,Bisi Johnson,MIN,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4441,Josh Thomas,BUF,2020,S,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4442,Tyler Bass,BUF,2020,PK,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4443,Alec Ingold,LV,2020,FB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4444,Daniel Jones,NYG,2020,QB,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4445,Michael Jackson,NE,2020,CB,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4446,Steven Sims,WSH,2020,WR,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4447,Markus Bailey,CIN,2020,LB,11,1,0,1,0.0,0,0,1,0,0,0,0,0,0,0
4448,Josh Allen,BUF,2020,QB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4449,Gerald Everett,LAR,2020,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4450,Drew Lock,DEN,2020,QB,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4451,Hayden Hurst,ATL,2020,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4452,Calvin Ridley,ATL,2020,WR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4453,Clay Johnston,CAR,2020,LB,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4454,Jeff Smith,NYJ,2020,WR,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4455,Brandon Knight,DAL,2020,OT,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4456,Michael Dickson,SEA,2020,P,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4457,Ron'Dell Carter,DAL,2020,DE,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4458,Dane Cruikshank,TEN,2020,S,2,0,1,1,0.0,0,0,1,1,13,13,0,0,0,0
4459,Jack Driscoll,PHI,2020,OT,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4460,Bobby Price,DET,2020,CB,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4461,La'Mical Perine,NYJ,2020,RB,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4462,Mecole Hardman,KC,2020,WR,16,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4463,Javon Wims,CHI,2020,WR,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4464,Marquez Callaway,NO,2020,WR,11,1,0,1,0.0,0,0,0,0,0,0,0,0,2,0
4465,Stephen Sullivan,SEA,2020,TE,1,0,1,1,0.0,0,1,0,0,0,0,0,0,0,0
4466,David Montgomery,CHI,2020,RB,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4467,Quintez Cephus,DET,2020,WR,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4468,T.J. Hockenson,DET,2020,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4469,Sean McKeon,DAL,2020,TE,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4470,Cedrick Wilson Jr.,DAL,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
4471,Darrynton Evans,TEN,2020,RB,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4472,Austin Cutting,MIN,2020,LS,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4473,Nick Harris,CLE,2020,C,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4474,Devin Duvernay,BAL,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4475,Corey Bojorquez,BUF,2020,P,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4476,Keandre Jones,CIN,2020,LB,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4477,Darnell Mooney,CHI,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4478,Devin Singletary,BUF,2020,RB,16,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0
4479,Harrison Bryant,CLE,2020,TE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4480,Netane Muti,DEN,2020,G,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4481,Jared Mayden,SF,2020,S,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4482,Irv Smith Jr.,MIN,2020,TE,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4483,Omari Cobb,KC,2020,LB,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4484,Kaden Smith,NYG,2020,TE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4485,Ian Thomas,CAR,2020,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4486,A.J. Brown,TEN,2020,WR,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4487,N'Keal Harry,NE,2020,WR,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4488,James Robinson,JAX,2020,RB,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4489,Mekhi Becton,NYJ,2020,OT,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4490,KJ Hamler,DEN,2020,WR,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4491,Tristan Wirfs,TB,2020,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4492,Dalton Keene,NE,2020,TE,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4493,Walter Palmore,DAL,2020,DT,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4494,Tua Tagovailoa,MIA,2020,QB,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4495,Jalen Reagor,PHI,2020,WR,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4496,Kenny Robinson,CAR,2020,S,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4497,Clyde Edwards-Helaire,KC,2020,RB,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4498,Jonathan Taylor,IND,2020,RB,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4499,Cole Kmet,CHI,2020,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4500,Justin Jefferson,MIN,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4501,J.T. Hassell,NYJ,2020,S,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4502,Jordan Mailata,PHI,2020,OT,15,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
4503,Antonio Gibson,WSH,2020,RB,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4504,Damien Lewis,SEA,2020,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4505,Aaron Brewer,ARI,2020,LS,16,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
4506,Troymaine Pope,LAC,2020,RB,6,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
4507,Bradlee Anae,DAL,2020,LB,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
4508,Brandon Zylstra,CAR,2020,WR,16,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1
